vendorid,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,ratecodeid,store_and_fwd_flag,pulocationid,dolocationid,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
1.0,2020-01-01T00:56:55.000,2020-01-01T01:03:26.000,1.0,1.5,1.0,N,239,151,1.0,7.0,3.0,0.5,1.62,0.0,0.3,12.42,2.5
2.0,2020-01-01T00:21:41.000,2020-01-01T00:26:50.000,2.0,1.16,1.0,N,153,127,2.0,6.5,0.5,0.5,0.0,0.0,0.3,7.8,0.0
2.0,2020-01-01T00:23:05.000,2020-01-01T00:34:34.000,1.0,1.95,1.0,N,237,239,1.0,10.0,0.5,0.5,2.76,0.0,0.3,16.56,2.5
2.0,2020-01-01T00:35:42.000,2020-01-01T01:05:51.000,1.0,5.4,1.0,N,142,224,1.0,22.0,0.5,0.5,6.45,0.0,0.3,32.25,2.5
1.0,2020-01-01T00:29:47.000,2020-01-01T00:51:32.000,1.0,3.3,1.0,N,234,141,2.0,15.5,3.0,0.5,0.0,0.0,0.3,19.3,2.5
2.0,2020-01-01T00:29:26.000,2020-01-01T00:42:07.000,2.0,1.98,1.0,N,79,170,1.0,10.0,0.5,0.5,2.76,0.0,0.3,16.56,2.5
2.0,2020-01-01T00:46:21.000,2020-01-01T01:10:27.000,1.0,3.42,1.0,N,170,239,2.0,16.5,0.5,0.5,0.0,0.0,0.3,20.3,2.5
2.0,2020-01-01T00:19:36.000,2020-01-01T00:45:09.000,1.0,6.24,1.0,N,249,151,1.0,22.5,0.5,0.5,5.26,0.0,0.3,31.56,2.5
2.0,2020-01-01T00:46:48.000,2020-01-01T01:07:53.000,1.0,4.5,1.0,N,151,233,1.0,17.0,0.5,0.5,1.04,0.0,0.3,21.84,2.5
1.0,2020-01-01T00:09:20.000,2020-01-01T00:24:59.000,3.0,2.4,1.0,N,158,148,1.0,12.0,3.0,0.5,3.15,0.0,0.3,18.95,2.5
1.0,2020-01-01T00:30:06.000,2020-01-01T00:35:12.000,3.0,0.5,1.0,N,148,144,1.0,5.0,3.0,0.5,1.75,0.0,0.3,10.55,2.5
1.0,2020-01-01T00:37:03.000,2020-01-01T00:42:39.000,2.0,1.1,1.0,N,144,261,2.0,6.0,3.0,0.5,0.0,0.0,0.3,9.8,2.5
1.0,2020-01-01T00:46:32.000,2020-01-01T00:59:13.000,1.0,3.0,1.0,N,231,256,1.0,12.0,3.0,0.5,3.15,0.0,0.3,18.95,2.5
2.0,2020-01-01T00:00:51.000,2020-01-01T00:05:51.000,1.0,1.39,1.0,N,236,238,2.0,6.5,0.5,0.5,0.0,0.0,0.3,10.3,2.5
2.0,2020-01-01T00:08:50.000,2020-01-01T00:21:36.000,2.0,7.73,1.0,N,238,220,1.0,22.0,0.5,0.5,12.0,2.8,0.3,40.6,2.5
2.0,2020-01-01T00:38:31.000,2020-01-01T00:44:45.000,1.0,1.03,1.0,N,166,41,1.0,6.0,0.5,0.5,1.46,0.0,0.3,8.76,0.0
2.0,2020-01-01T00:24:09.000,2020-01-01T00:28:00.000,1.0,0.94,1.0,N,107,170,1.0,5.0,0.5,0.5,2.2,0.0,0.3,11.0,2.5
2.0,2020-01-01T00:31:27.000,2020-01-01T00:52:14.000,1.0,1.71,1.0,N,162,246,1.0,13.0,0.5,0.5,2.0,0.0,0.3,18.8,2.5
1.0,2020-01-01T00:42:47.000,2020-01-01T01:13:09.000,0.0,1.6,1.0,N,161,234,1.0,17.5,3.0,0.5,1.0,0.0,0.3,22.3,2.5
2.0,2020-01-01T00:38:27.000,2020-01-01T00:43:11.000,1.0,0.61,1.0,N,237,237,1.0,5.0,0.5,0.5,2.64,0.0,0.3,11.44,2.5
2.0,2020-01-01T00:47:00.000,2020-01-01T00:54:06.000,1.0,1.28,1.0,N,237,236,1.0,7.0,0.5,0.5,2.16,0.0,0.3,12.96,2.5
2.0,2020-01-01T00:55:55.000,2020-01-01T01:11:11.000,1.0,4.32,1.0,N,236,145,2.0,15.0,0.5,0.5,0.0,0.0,0.3,18.8,2.5
2.0,2019-12-31T23:56:19.000,2020-01-01T00:15:43.000,1.0,3.74,1.0,N,162,158,1.0,15.0,0.5,0.5,5.64,0.0,0.3,24.44,2.5
2.0,2020-01-01T00:31:51.000,2020-01-01T01:04:51.000,1.0,1.25,1.0,N,234,186,1.0,19.0,0.5,0.5,4.56,0.0,0.3,27.36,2.5
2.0,2020-01-01T00:13:03.000,2020-01-01T00:19:35.000,2.0,1.5,1.0,N,237,236,2.0,7.0,0.5,0.5,0.0,0.0,0.3,10.8,2.5
2.0,2020-01-01T00:30:35.000,2020-01-01T00:58:12.000,2.0,1.52,1.0,N,163,164,2.0,16.5,0.5,0.5,0.0,0.0,0.3,20.3,2.5
1.0,2020-01-01T00:16:58.000,2020-01-01T00:25:10.000,3.0,1.0,1.0,N,249,90,2.0,7.0,3.0,0.5,0.0,0.0,0.3,10.8,2.5
1.0,2020-01-01T00:35:49.000,2020-01-01T00:50:20.000,2.0,1.8,1.0,N,234,148,1.0,11.0,3.0,0.5,2.95,0.0,0.3,17.75,2.5
1.0,2020-01-01T00:51:35.000,2020-01-01T00:56:46.000,1.0,1.0,1.0,N,148,114,1.0,6.0,3.0,0.5,2.9,0.0,0.3,12.7,2.5
1.0,2020-01-01T00:57:56.000,2020-01-01T01:25:16.000,2.0,4.4,1.0,N,114,141,1.0,20.0,3.0,0.5,4.75,0.0,0.3,28.55,2.5
2.0,2020-01-01T00:05:52.000,2020-01-01T00:19:21.000,1.0,6.71,1.0,N,141,231,1.0,20.0,0.5,0.5,2.0,0.0,0.3,25.8,2.5
2.0,2020-01-01T00:20:13.000,2020-01-01T00:33:54.000,1.0,2.14,1.0,N,231,79,1.0,10.5,0.5,0.5,2.86,0.0,0.3,17.16,2.5
2.0,2020-01-01T00:34:41.000,2020-01-01T00:52:53.000,1.0,3.61,1.0,N,79,255,1.0,15.5,0.5,0.5,3.86,0.0,0.3,23.16,2.5
2.0,2020-01-01T00:53:47.000,2020-01-01T01:08:18.000,1.0,6.06,1.0,N,255,160,1.0,19.0,0.5,0.5,0.0,0.0,0.3,20.3,0.0
2.0,2020-01-01T00:01:39.000,2020-01-01T00:03:42.000,1.0,0.73,1.0,N,238,151,1.0,4.5,0.5,0.5,1.66,0.0,0.3,9.96,2.5
2.0,2020-01-01T00:06:08.000,2020-01-01T00:14:38.000,1.0,2.53,1.0,N,151,141,1.0,9.5,0.5,0.5,2.66,0.0,0.3,15.96,2.5
2.0,2020-01-01T00:16:06.000,2020-01-01T00:24:05.000,1.0,2.32,1.0,N,141,170,1.0,8.5,0.5,0.5,1.84,0.0,0.3,14.14,2.5
2.0,2020-01-01T00:26:58.000,2020-01-01T00:31:49.000,1.0,0.79,1.0,N,170,137,1.0,5.5,0.5,0.5,1.86,0.0,0.3,11.16,2.5
2.0,2020-01-01T00:38:19.000,2020-01-01T00:50:49.000,1.0,1.91,1.0,N,137,68,1.0,10.0,0.5,0.5,2.76,0.0,0.3,16.56,2.5
2.0,2020-01-01T00:09:07.000,2020-01-01T00:21:20.000,2.0,4.61,1.0,N,87,170,1.0,16.0,0.5,0.5,4.95,0.0,0.3,24.75,2.5
2.0,2020-01-01T00:33:16.000,2020-01-01T00:40:12.000,2.0,0.87,1.0,N,161,137,1.0,6.0,0.5,0.5,2.45,0.0,0.3,12.25,2.5
2.0,2020-01-01T00:52:54.000,2020-01-01T01:05:30.000,1.0,1.57,1.0,N,170,224,1.0,9.5,0.5,0.5,2.66,0.0,0.3,15.96,2.5
2.0,2020-01-01T00:16:27.000,2020-01-01T00:24:01.000,2.0,0.59,1.0,N,114,249,1.0,6.0,0.5,0.5,1.96,0.0,0.3,11.76,2.5
2.0,2020-01-01T00:30:24.000,2020-01-01T00:42:41.000,2.0,2.63,1.0,N,113,87,1.0,10.5,0.5,0.5,1.0,0.0,0.3,15.3,2.5
2.0,2020-01-01T00:44:20.000,2020-01-01T01:00:47.000,2.0,6.75,1.0,N,87,140,1.0,21.0,0.5,0.5,2.0,0.0,0.3,26.8,2.5
1.0,2020-01-01T00:10:53.000,2020-01-01T00:22:15.000,1.0,2.0,1.0,N,249,13,1.0,10.0,3.0,0.5,3.45,0.0,0.3,17.25,2.5
1.0,2020-01-01T00:29:16.000,2020-01-01T01:05:24.000,1.0,11.1,1.0,N,231,244,1.0,37.5,3.0,0.5,6.19,0.0,0.3,47.49,2.5
1.0,2020-01-01T00:09:27.000,2020-01-01T00:19:01.000,1.0,0.9,1.0,N,249,79,1.0,7.5,3.0,0.5,2.25,0.0,0.3,13.55,2.5
1.0,2020-01-01T00:43:52.000,2020-01-01T00:57:26.000,1.0,1.4,1.0,N,90,170,1.0,10.0,3.0,0.5,0.0,0.0,0.3,13.8,2.5
2.0,2020-01-01T00:18:37.000,2020-01-01T00:21:21.000,1.0,0.28,1.0,N,237,163,2.0,3.5,0.5,0.5,0.0,0.0,0.3,7.3,2.5
2.0,2020-01-01T00:21:49.000,2020-01-01T00:55:08.000,1.0,6.56,1.0,N,162,65,2.0,23.5,0.5,0.5,0.0,0.0,0.3,27.3,2.5
2.0,2020-01-01T00:59:31.000,2020-01-01T01:15:12.000,1.0,2.76,1.0,N,45,164,2.0,12.5,0.5,0.5,0.0,0.0,0.3,16.3,2.5
2.0,2020-01-01T00:18:16.000,2020-01-01T00:18:42.000,1.0,0.03,1.0,N,164,164,4.0,-2.5,-0.5,-0.5,0.0,0.0,-0.3,-6.3,-2.5
2.0,2020-01-01T00:18:16.000,2020-01-01T00:18:42.000,1.0,0.03,1.0,N,164,164,2.0,2.5,0.5,0.5,0.0,0.0,0.3,6.3,2.5
2.0,2020-01-01T00:27:25.000,2020-01-01T00:35:49.000,2.0,1.03,1.0,N,186,68,2.0,7.0,0.5,0.5,0.0,0.0,0.3,10.8,2.5
2.0,2020-01-01T00:37:11.000,2020-01-01T01:08:00.000,2.0,4.54,1.0,N,249,239,1.0,22.5,0.5,0.5,5.26,0.0,0.3,31.56,2.5
2.0,2020-01-01T00:09:08.000,2020-01-01T00:15:17.000,2.0,0.73,1.0,N,87,13,1.0,5.5,0.5,0.5,3.0,0.0,0.3,12.3,2.5
2.0,2020-01-01T00:16:49.000,2020-01-01T00:35:42.000,2.0,6.5,1.0,N,13,162,1.0,22.5,0.5,0.5,5.26,0.0,0.3,31.56,2.5
2.0,2020-01-01T00:49:46.000,2020-01-01T00:58:09.000,4.0,1.33,1.0,N,233,161,2.0,7.5,0.5,0.5,0.0,0.0,0.3,11.3,2.5
2.0,2020-01-01T00:25:50.000,2020-01-01T00:29:46.000,2.0,0.78,1.0,N,239,142,2.0,5.0,0.5,0.5,0.0,0.0,0.3,8.8,2.5
2.0,2020-01-01T00:36:05.000,2020-01-01T00:47:14.000,2.0,1.84,1.0,N,239,163,1.0,9.0,0.5,0.5,2.0,0.0,0.3,14.8,2.5
2.0,2020-01-01T00:49:25.000,2020-01-01T01:05:10.000,2.0,1.83,1.0,N,161,234,1.0,11.5,0.5,0.5,3.06,0.0,0.3,18.36,2.5
2.0,2020-01-01T00:12:48.000,2020-01-01T00:20:40.000,2.0,1.45,1.0,N,144,209,1.0,7.5,0.5,0.5,2.26,0.0,0.3,13.56,2.5
2.0,2020-01-01T00:26:34.000,2020-01-01T00:38:16.000,2.0,3.58,1.0,N,209,114,2.0,13.5,0.5,0.5,0.0,0.0,0.3,17.3,2.5
2.0,2020-01-01T00:39:54.000,2020-01-01T01:16:17.000,2.0,4.33,1.0,N,114,48,1.0,24.0,0.5,0.5,5.56,0.0,0.3,33.36,2.5
2.0,2020-01-01T00:16:15.000,2020-01-01T00:20:21.000,1.0,0.61,1.0,N,237,141,2.0,4.5,0.5,0.5,0.0,0.0,0.3,8.3,2.5
2.0,2020-01-01T00:25:20.000,2020-01-01T00:32:58.000,1.0,1.82,1.0,N,140,263,2.0,8.0,0.5,0.5,0.0,0.0,0.3,11.8,2.5
2.0,2020-01-01T00:35:15.000,2020-01-01T00:37:37.000,1.0,0.38,1.0,N,263,263,1.0,3.5,0.5,0.5,1.46,0.0,0.3,8.76,2.5
2.0,2020-01-01T00:44:29.000,2020-01-01T00:45:49.000,1.0,0.25,1.0,N,262,262,1.0,3.0,0.5,0.5,1.7,0.0,0.3,8.5,2.5
1.0,2020-01-01T00:30:30.000,2020-01-01T00:38:48.000,3.0,1.2,1.0,N,125,234,2.0,7.5,3.0,0.5,0.0,0.0,0.3,11.3,2.5
1.0,2020-01-01T00:41:45.000,2020-01-01T00:48:33.000,2.0,0.7,1.0,N,234,164,1.0,6.0,3.0,0.5,1.95,0.0,0.3,11.75,2.5
1.0,2020-01-01T00:51:50.000,2020-01-01T01:14:19.000,1.0,3.5,1.0,N,164,239,2.0,16.0,3.0,0.5,0.0,0.0,0.3,19.8,2.5
1.0,2020-01-01T00:06:23.000,2020-01-01T00:18:54.000,1.0,5.2,1.0,N,262,79,1.0,17.0,3.0,0.5,4.15,0.0,0.3,24.95,2.5
1.0,2020-01-01T00:39:41.000,2020-01-01T00:53:57.000,1.0,5.9,1.0,N,170,13,1.0,18.5,3.0,0.5,4.45,0.0,0.3,26.75,2.5
2.0,2020-01-01T00:41:24.000,2020-01-01T23:28:12.000,1.0,6.97,1.0,N,137,49,1.0,22.0,0.5,0.5,3.87,0.0,0.3,29.67,2.5
2.0,2020-01-01T00:45:40.000,2020-01-01T00:55:27.000,2.0,1.21,1.0,N,163,142,1.0,7.5,0.5,0.5,2.26,0.0,0.3,13.56,2.5
2.0,2020-01-01T00:56:21.000,2020-01-01T01:02:32.000,2.0,0.65,1.0,N,142,48,2.0,5.5,0.5,0.5,0.0,0.0,0.3,9.3,2.5
1.0,2020-01-01T00:14:05.000,2020-01-01T00:32:29.000,2.0,2.4,1.0,N,90,232,1.0,13.0,3.0,0.5,3.35,0.0,0.3,20.15,2.5
1.0,2020-01-01T00:46:45.000,2020-01-01T01:02:24.000,2.0,2.8,1.0,N,79,65,1.0,13.5,3.0,0.5,4.3,0.0,0.3,21.6,2.5
2.0,2020-01-01T00:14:57.000,2020-01-01T00:23:13.000,1.0,1.58,1.0,N,164,224,1.0,7.5,0.5,0.5,2.26,0.0,0.3,13.56,2.5
2.0,2020-01-01T00:29:21.000,2020-01-01T01:01:00.000,1.0,5.98,1.0,N,107,166,1.0,24.0,0.5,0.5,4.17,0.0,0.3,31.97,2.5
2.0,2020-01-01T00:53:40.000,2020-01-02T00:18:40.000,6.0,3.96,1.0,N,246,261,1.0,17.5,0.5,0.5,4.26,0.0,0.3,27.51,2.5
2.0,2020-01-01T00:10:04.000,2020-01-01T00:16:49.000,1.0,1.43,1.0,N,211,13,2.0,7.0,0.5,0.5,0.0,0.0,0.3,10.8,2.5
2.0,2020-01-01T00:27:45.000,2020-01-01T00:37:13.000,1.0,2.48,1.0,N,231,66,1.0,10.0,0.5,0.5,2.76,0.0,0.3,16.56,2.5
2.0,2020-01-01T00:41:11.000,2020-01-01T01:01:39.000,1.0,7.36,1.0,N,66,237,1.0,23.0,0.5,0.5,5.36,0.0,0.3,32.16,2.5
2.0,2020-01-01T00:24:52.000,2020-01-01T01:05:10.000,1.0,3.7,1.0,N,158,237,1.0,24.5,0.5,0.5,5.66,0.0,0.3,33.96,2.5
1.0,2020-01-01T00:04:47.000,2020-01-01T00:25:58.000,1.0,9.2,1.0,N,262,196,2.0,27.5,3.0,0.5,0.0,0.0,0.3,31.3,2.5
1.0,2020-01-01T00:31:06.000,2020-01-01T00:43:57.000,1.0,5.6,1.0,N,196,129,2.0,17.5,0.5,0.5,0.0,0.0,0.3,18.8,0.0
1.0,2020-01-01T00:49:54.000,2020-01-01T01:18:52.000,2.0,6.3,1.0,N,129,48,1.0,24.0,3.0,0.5,5.56,0.0,0.3,33.36,2.5
1.0,2020-01-01T00:52:37.000,2020-01-01T01:07:12.000,2.0,6.5,1.0,N,231,233,1.0,20.0,3.0,0.5,4.75,0.0,0.3,28.55,2.5
1.0,2020-01-01T00:01:40.000,2020-01-01T00:01:52.000,1.0,0.0,2.0,N,79,79,1.0,52.0,2.5,0.5,12.25,6.12,0.3,73.67,2.5
1.0,2020-01-01T00:55:00.000,2020-01-01T01:08:35.000,1.0,1.8,1.0,N,45,125,2.0,10.5,3.0,0.5,0.0,0.0,0.3,14.3,2.5
2.0,2020-01-01T00:17:45.000,2020-01-01T00:24:57.000,1.0,1.73,1.0,N,239,237,1.0,8.0,0.5,0.5,2.36,0.0,0.3,14.16,2.5
2.0,2020-01-01T00:29:32.000,2020-01-01T00:37:59.000,1.0,1.29,1.0,N,43,262,1.0,7.5,0.5,0.5,2.26,0.0,0.3,13.56,2.5
2.0,2020-01-01T00:39:31.000,2020-01-01T00:41:01.000,1.0,0.57,1.0,N,262,140,1.0,3.5,0.5,0.5,1.46,0.0,0.3,8.76,2.5
2.0,2020-01-01T00:48:00.000,2020-01-01T00:58:03.000,1.0,1.32,1.0,N,237,163,2.0,8.5,0.5,0.5,0.0,0.0,0.3,12.3,2.5
2.0,2020-01-01T00:59:32.000,2020-01-01T01:18:19.000,1.0,7.52,1.0,N,163,87,1.0,23.0,0.5,0.5,3.0,0.0,0.3,29.8,2.5
1.0,2020-01-01T00:52:28.000,2020-01-01T01:22:51.000,2.0,1.0,1.0,N,48,186,2.0,17.5,3.0,0.5,0.0,0.0,0.3,21.3,2.5
2.0,2020-01-01T00:26:29.000,2020-01-01T00:54:49.000,1.0,4.2,1.0,N,113,263,1.0,19.5,0.5,0.5,4.66,0.0,0.3,27.96,2.5
2.0,2020-01-01T00:07:13.000,2020-01-01T00:13:59.000,1.0,1.97,1.0,N,162,141,1.0,8.0,0.5,0.5,2.95,0.0,0.3,14.75,2.5
2.0,2020-01-01T00:29:51.000,2020-01-01T00:32:09.000,1.0,0.62,1.0,N,141,263,1.0,4.0,0.5,0.5,1.56,0.0,0.3,9.36,2.5
2.0,2020-01-01T00:36:33.000,2020-01-01T00:49:14.000,1.0,3.49,1.0,N,140,166,1.0,12.5,0.5,0.5,3.26,0.0,0.3,19.56,2.5
2.0,2020-01-01T00:54:53.000,2020-01-01T01:07:23.000,1.0,2.74,1.0,N,151,263,1.0,11.0,0.5,0.5,2.96,0.0,0.3,17.76,2.5
2.0,2020-01-01T00:09:01.000,2020-01-01T00:16:03.000,1.0,1.59,1.0,N,229,236,2.0,7.5,0.5,0.5,0.0,0.0,0.3,11.3,2.5
2.0,2020-01-01T00:19:08.000,2020-01-01T00:27:26.000,1.0,1.85,1.0,N,236,43,2.0,8.5,0.5,0.5,0.0,0.0,0.3,12.3,2.5
2.0,2020-01-01T00:28:32.000,2020-01-01T00:43:42.000,2.0,1.73,1.0,N,142,141,1.0,11.0,0.5,0.5,2.96,0.0,0.3,17.76,2.5
2.0,2020-01-01T00:53:48.000,2020-01-01T01:13:54.000,1.0,3.5,1.0,N,162,211,1.0,14.5,0.5,0.5,3.66,0.0,0.3,21.96,2.5
2.0,2020-01-01T00:18:39.000,2020-01-01T00:24:49.000,1.0,0.51,1.0,N,50,50,2.0,5.5,0.5,0.5,0.0,0.0,0.3,9.3,2.5
2.0,2020-01-01T00:32:30.000,2020-01-01T01:15:54.000,1.0,12.54,1.0,N,50,70,1.0,42.0,0.5,0.5,0.0,6.12,0.3,51.92,2.5
1.0,2020-01-01T00:43:47.000,2020-01-01T00:58:51.000,1.0,1.9,1.0,N,164,229,1.0,11.0,3.0,0.5,2.95,0.0,0.3,17.75,2.5
1.0,2020-01-01T00:10:19.000,2020-01-01T00:20:56.000,2.0,2.3,1.0,N,231,90,2.0,10.0,3.0,0.5,0.0,0.0,0.3,13.8,2.5
1.0,2020-01-01T00:06:42.000,2020-01-01T00:17:29.000,2.0,2.9,1.0,N,142,236,1.0,11.0,3.0,0.5,3.7,0.0,0.3,18.5,2.5
1.0,2020-01-01T00:26:24.000,2020-01-01T00:32:57.000,2.0,1.3,1.0,N,43,263,1.0,6.5,3.0,0.5,2.0,0.0,0.3,12.3,2.5
1.0,2020-01-01T00:37:12.000,2020-01-01T00:48:42.000,2.0,2.0,1.0,N,263,239,1.0,10.0,3.0,0.5,2.75,0.0,0.3,16.55,2.5
1.0,2020-01-01T00:50:32.000,2020-01-01T00:53:31.000,2.0,0.7,1.0,N,239,238,1.0,4.5,3.0,0.5,1.65,0.0,0.3,9.95,2.5
1.0,2020-01-01T00:54:25.000,2020-01-01T00:58:23.000,2.0,0.8,1.0,N,238,151,1.0,5.0,3.0,0.5,1.75,0.0,0.3,10.55,2.5
2.0,2020-01-01T00:05:02.000,2020-01-01T00:13:49.000,1.0,1.27,1.0,N,263,237,2.0,7.5,0.5,0.5,0.0,0.0,0.3,11.3,2.5
2.0,2020-01-01T00:26:25.000,2020-01-01T00:33:54.000,1.0,1.24,1.0,N,43,262,2.0,7.0,0.5,0.5,0.0,0.0,0.3,10.8,2.5
2.0,2020-01-01T00:46:27.000,2020-01-01T00:53:08.000,1.0,1.39,1.0,N,263,140,1.0,7.0,0.5,0.5,2.16,0.0,0.3,12.96,2.5
2.0,2020-01-01T00:19:37.000,2020-01-01T00:38:31.000,4.0,0.7,1.0,N,163,161,2.0,12.0,0.5,0.5,0.0,0.0,0.3,15.8,2.5
2.0,2020-01-01T00:42:53.000,2020-01-01T00:56:01.000,2.0,1.7,1.0,N,170,79,1.0,10.0,0.5,0.5,4.14,0.0,0.3,17.94,2.5
2.0,2020-01-01T00:57:43.000,2020-01-01T01:10:52.000,1.0,2.22,1.0,N,79,162,1.0,11.0,0.5,0.5,2.96,0.0,0.3,17.76,2.5
1.0,2020-01-01T00:06:01.000,2020-01-01T00:25:43.000,1.0,3.2,1.0,N,144,161,2.0,14.5,3.0,0.5,0.0,0.0,0.3,18.3,2.5
1.0,2020-01-01T00:37:01.000,2020-01-01T00:55:45.000,1.0,6.0,1.0,N,237,42,2.0,21.0,3.0,0.5,0.0,0.0,0.3,24.8,2.5
2.0,2020-01-01T00:37:24.000,2020-01-01T00:51:05.000,1.0,1.92,1.0,N,249,224,1.0,10.5,0.5,0.5,2.86,0.0,0.3,17.16,2.5
2.0,2020-01-01T00:55:35.000,2020-01-01T01:19:45.000,1.0,3.27,1.0,N,4,246,1.0,17.0,0.5,0.5,1.0,0.0,0.3,21.8,2.5
1.0,2020-01-01T00:07:50.000,2020-01-01T00:10:04.000,1.0,0.4,1.0,N,239,238,1.0,4.0,3.0,0.5,1.55,0.0,0.3,9.35,2.5
1.0,2020-01-01T00:15:55.000,2020-01-01T00:22:30.000,1.0,1.7,1.0,N,239,75,1.0,8.0,3.0,0.5,2.35,0.0,0.3,14.15,2.5
2.0,2020-01-01T00:16:43.000,2020-01-01T00:23:49.000,1.0,1.35,1.0,N,142,43,1.0,7.5,0.5,0.5,0.0,0.0,0.3,11.3,2.5
2.0,2020-01-01T00:33:47.000,2020-01-01T00:48:20.000,1.0,2.51,1.0,N,43,236,1.0,11.5,0.5,0.5,4.59,0.0,0.3,19.89,2.5
2.0,2020-01-01T00:54:17.000,2020-01-01T00:59:22.000,1.0,0.99,1.0,N,263,140,2.0,6.0,0.5,0.5,0.0,0.0,0.3,9.8,2.5
2.0,2020-01-01T00:24:22.000,2020-01-01T00:35:32.000,2.0,0.99,1.0,N,234,68,2.0,8.0,0.5,0.5,0.0,0.0,0.3,11.8,2.5
2.0,2020-01-01T00:45:44.000,2020-01-01T01:19:14.000,2.0,7.22,1.0,N,246,116,1.0,28.5,0.5,0.5,6.46,0.0,0.3,38.76,2.5
1.0,2020-01-01T00:22:22.000,2020-01-01T00:52:48.000,1.0,5.3,1.0,N,40,49,1.0,21.5,0.5,0.5,4.55,0.0,0.3,27.35,0.0
1.0,2020-01-01T00:10:51.000,2020-01-01T00:17:49.000,4.0,0.8,1.0,N,4,148,1.0,6.0,3.0,0.5,1.95,0.0,0.3,11.75,2.5
1.0,2020-01-01T00:23:42.000,2020-01-01T00:26:49.000,1.0,0.6,1.0,N,79,4,1.0,4.5,3.0,0.5,2.45,0.0,0.3,10.75,2.5
1.0,2020-01-01T00:32:52.000,2020-01-01T00:49:57.000,4.0,4.1,1.0,N,79,43,1.0,15.5,3.0,0.5,3.85,0.0,0.3,23.15,2.5
1.0,2020-01-01T00:51:01.000,2020-01-01T01:05:02.000,1.0,2.5,1.0,N,43,238,1.0,11.0,3.0,0.5,3.7,0.0,0.3,18.5,2.5
1.0,2020-01-01T00:29:24.000,2020-01-01T00:35:55.000,1.0,0.9,1.0,N,114,79,1.0,6.0,3.0,0.5,1.96,0.0,0.3,11.76,2.5
1.0,2020-01-01T00:39:39.000,2020-01-01T01:11:09.000,3.0,5.9,1.0,N,79,239,1.0,23.5,3.0,0.5,6.8,0.0,0.3,34.1,2.5
2.0,2020-01-01T00:13:40.000,2020-01-01T00:28:02.000,1.0,2.91,1.0,N,236,107,1.0,12.0,0.5,0.5,2.0,0.0,0.3,17.8,2.5
2.0,2020-01-01T00:34:40.000,2020-01-01T00:48:18.000,1.0,1.83,1.0,N,107,148,1.0,10.0,0.5,0.5,2.76,0.0,0.3,16.56,2.5
2.0,2020-01-01T00:51:59.000,2020-01-01T01:09:57.000,1.0,3.13,1.0,N,79,256,2.0,15.0,0.5,0.5,0.0,0.0,0.3,18.8,2.5
2.0,2020-01-01T00:16:33.000,2020-01-01T00:35:58.000,1.0,1.89,1.0,N,234,161,2.0,13.0,0.5,0.5,0.0,0.0,0.3,16.8,2.5
2.0,2020-01-01T00:37:34.000,2020-01-01T01:01:25.000,1.0,2.05,1.0,N,161,113,2.0,15.5,0.5,0.5,0.0,0.0,0.3,19.3,2.5
2.0,2020-01-01T00:21:50.000,2020-01-01T00:35:52.000,4.0,5.55,1.0,N,161,88,1.0,18.0,0.5,0.5,4.36,0.0,0.3,26.16,2.5
2.0,2020-01-01T00:39:21.000,2020-01-01T00:47:22.000,2.0,1.01,1.0,N,13,87,1.0,6.5,0.5,0.5,3.09,0.0,0.3,13.39,2.5
2.0,2020-01-01T00:49:35.000,2020-01-01T01:11:05.000,3.0,4.8,1.0,N,87,37,2.0,19.0,0.5,0.5,0.0,0.0,0.3,22.8,2.5
2.0,2020-01-01T00:11:17.000,2020-01-01T00:44:47.000,1.0,10.45,1.0,N,138,50,1.0,34.0,0.5,0.5,8.78,6.12,0.3,52.7,2.5
2.0,2020-01-01T00:52:56.000,2020-01-01T01:05:16.000,1.0,2.22,1.0,N,239,236,2.0,10.5,0.5,0.5,0.0,0.0,0.3,14.3,2.5
1.0,2020-01-01T00:10:45.000,2020-01-01T00:27:42.000,1.0,3.3,1.0,N,141,79,1.0,13.5,3.0,0.5,2.0,0.0,0.3,19.3,2.5
1.0,2020-01-01T00:29:31.000,2020-01-01T00:41:44.000,2.0,1.3,1.0,N,79,90,1.0,9.0,3.0,0.5,3.2,0.0,0.3,16.0,2.5
1.0,2020-01-01T00:49:14.000,2020-01-01T01:14:03.000,2.0,1.6,1.0,N,246,137,1.0,15.0,3.0,0.5,5.6,0.0,0.3,24.4,2.5
2.0,2020-01-01T00:14:50.000,2020-01-01T00:25:51.000,1.0,2.05,1.0,N,239,237,2.0,10.0,0.5,0.5,0.0,0.0,0.3,13.8,2.5
2.0,2020-01-01T00:36:30.000,2020-01-01T00:44:08.000,1.0,1.71,1.0,N,237,236,2.0,8.0,0.5,0.5,0.0,0.0,0.3,11.8,2.5
2.0,2020-01-01T00:47:45.000,2020-01-01T01:10:32.000,1.0,9.66,1.0,N,263,97,1.0,28.5,0.5,0.5,6.46,0.0,0.3,38.76,2.5
2.0,2020-01-01T00:23:44.000,2020-01-01T00:31:11.000,1.0,1.35,1.0,N,163,141,1.0,7.5,0.5,0.5,0.1,0.0,0.3,11.4,2.5
